rating,calories,protein,fat,sodium
4.375,744,8,75,402
3.75,744,12,49,2
3.75,744,13,50,540
4.375,744,18,4,17
4.375,744,33,30,777
4.375,744,36,52,329
3.75,744,39,35,990
3.75,744,52,38,589
4.375,744,57,43,698
4.375,744,59,52,424
4.375,745,24,16,505
4.375,745,35,56,889
4.375,745,41,44,1820
4.375,745,41,60,1146
3.75,745,44,44,898
3.75,745,47,52,1013
4.375,745,51,40,2467
4.375,746,20,64,1237
4.375,746,25,54,524
3.75,746,50,57,254
3.75,746,53,43,232
4.375,746,58,34,654
4.375,746,118,21,483
4.375,747,49,26,2708
5,747,70,39,4819
4.375,748,8,40,447
4.375,748,15,52,623
4.375,748,17,58,1115
3.75,748,28,49,1415
3.75,748,30,27,444
5,748,51,56,2171
5,749,1,73,937
5,749,7,49,98
4.375,749,10,53,456
3.75,749,39,49,1112
4.375,749,40,22,590
5,749,44,57,414
3.75,750,12,32,336
3.75,750,25,29,252
4.375,750,34,52,864
4.375,750,35,21,205
4.375,750,45,40,387
4.375,750,46,31,1412
4.375,751,9,41,544
3.75,751,41,26,1564
5,751,107,30,4331
4.375,752,5,71,4995
3.125,752,7,39,267
5,752,9,45,268
3.125,752,11,18,386
0,752,17,44,183
3.75,752,32,31,1065
3.75,752,33,34,1657
3.75,752,50,48,391
4.375,752,50,58,499
3.125,752,54,44,198
4.375,753,8,39,291
3.75,753,8,47,114
3.75,753,9,40,414
4.375,753,15,54,260
0,753,23,18,1540
3.75,753,25,30,530
4.375,753,41,56,1762
4.375,753,46,53,1204
4.375,753,47,55,266
3.125,753,52,37,169
4.375,753,103,35,2643
3.75,754,12,50,271
4.375,754,14,48,64
5,754,16,73,957
4.375,754,37,45,1390
1.25,754,40,39,1106
5,754,61,42,4822
4.375,755,15,77,1347
3.75,755,24,55,3000
3.75,755,26,34,1022
4.375,755,27,31,692
4.375,755,117,26,646
4.375,756,10,36,452
0,756,10,55,225
4.375,756,11,39,246
4.375,756,15,21,700
4.375,756,54,24,544
5,756,58,45,482
4.375,757,7,49,165
4.375,757,9,51,213
0,757,13,48,413
4.375,757,33,43,1019
4.375,757,41,35,1757
3.75,757,43,61,1212
3.125,757,54,36,936
5,757,91,14,4508
3.125,758,42,48,3016
4.375,758,58,41,735
2.5,759,7,17,324
5,759,10,67,34
2.5,759,13,68,189
4.375,759,37,40,1019
3.75,759,42,19,758
3.75,759,42,46,2482
3.75,759,43,63,262
4.375,759,44,54,466
5,759,45,54,1298
3.75,759,73,43,313
3.125,760,2,79,394
3.75,760,10,51,192
4.375,760,15,27,1030
5,760,23,13,1196
3.75,760,68,51,203
4.375,760,70,37,174
4.375,760,71,40,1405
4.375,760,95,26,255
5,761,3,8,84
3.75,761,10,55,1063
5,761,30,55,2415
3.75,761,40,43,499
3.75,761,49,53,1058
3.75,761,54,57,482
4.375,761,56,41,2918
4.375,761,65,35,2569
4.375,762,7,24,464
4.375,762,7,76,522
3.75,762,9,33,159
4.375,762,11,42,331
5,763,3,82,755
5,763,9,53,56
4.375,763,24,44,1486
3.125,763,34,23,583
4.375,763,34,23,752
4.375,763,35,15,958
5,763,35,66,721
3.75,763,54,52,3988
4.375,764,35,48,469
0,765,1,0,64
4.375,765,11,32,710
3.75,765,44,27,2286
4.375,765,100,27,872
3.75,765,105,22,1640
4.375,766,10,54,469
4.375,766,12,48,439
4.375,766,22,28,800
4.375,766,36,43,1330
5,766,49,49,2243
4.375,767,5,4,293
4.375,767,9,43,304
3.75,767,34,57,1249
3.75,767,41,61,528
4.375,767,65,45,647
4.375,768,10,54,332
4.375,768,12,47,664
3.75,768,25,69,615
3.125,768,30,61,926
3.125,768,34,15,1821
3.125,768,39,31,1540
3.75,768,41,35,1070
4.375,768,70,41,785
4.375,769,7,50,550
3.75,769,65,38,6154
4.375,769,69,52,993
4.375,769,72,49,549
3.75,770,14,58,739
3.75,770,28,37,1170
4.375,770,49,51,382
3.75,770,51,52,614
3.75,771,32,50,1425
4.375,771,38,48,1263
3.75,771,49,24,1017
4.375,771,49,52,767
5,772,7,38,300
3.75,772,39,53,1319
4.375,772,42,38,1363
3.75,772,44,36,1236
4.375,772,47,53,484
5,772,53,32,1467
4.375,772,62,31,1129
4.375,773,9,45,170
4.375,773,14,30,233
4.375,773,15,63,1087
2.5,773,21,26,705
4.375,773,52,42,1005
3.75,774,35,41,684
4.375,775,14,68,731
3.75,775,23,37,1055
3.75,775,41,51,962
3.75,775,42,44,1395
3.75,775,48,49,937
4.375,775,54,31,975
5,776,1,73,889
5,776,8,71,71
4.375,776,32,43,1120
4.375,776,35,60,191
4.375,776,36,27,1178
4.375,776,44,46,2190
3.125,776,46,33,82
4.375,776,48,64,702
4.375,776,50,35,1177
5,776,51,50,674
4.375,776,67,53,800
2.5,777,4,73,17
5,777,40,52,904
3.75,777,49,52,766
3.75,778,6,36,457
5,778,11,54,51
3.125,778,23,33,989
4.375,778,25,56,633
3.75,778,32,55,1619
3.75,778,44,54,517
3.125,779,32,66,352
3.75,779,33,63,81
3.75,779,41,35,596
3.75,779,43,31,1505
3.75,779,51,34,2013
4.375,779,70,30,468
4.375,780,8,57,243
4.375,780,13,54,716
4.375,780,15,45,375
5,780,18,31,73
4.375,780,37,50,2053
3.75,780,37,63,1626
4.375,780,80,18,2446
3.75,780,113,32,3606
4.375,781,30,31,1334
5,781,64,47,1527
4.375,782,30,26,1029
3.75,782,43,53,544
4.375,782,51,57,480
4.375,782,62,56,550
0,782,89,33,672
4.375,782,115,31,231
3.75,783,6,42,69
3.125,783,9,34,516
5,783,98,40,421
4.375,784,7,52,263
4.375,784,25,35,1870
3.75,784,28,53,4121
2.5,784,34,30,757
4.375,784,36,70,394
4.375,784,45,53,1022
5,785,11,36,260
4.375,785,39,50,1634
4.375,785,46,58,204
4.375,786,0,0,13
4.375,786,9,64,124
3.75,786,10,33,480
4.375,786,23,24,146
3.125,786,32,29,921
4.375,786,45,20,1832
0,786,56,55,334
3.75,787,9,37,580
2.5,787,9,71,1064
3.75,787,27,33,881
3.75,787,29,47,679
3.75,787,45,26,1006
4.375,787,49,50,124
3.75,788,11,73,509
4.375,788,40,56,1087
4.375,788,49,56,250
4.375,789,8,30,495
0,789,16,43,103
4.375,789,32,42,979
4.375,789,50,37,699
4.375,790,32,45,1287
3.75,790,34,50,2095
4.375,790,42,54,1635
4.375,790,47,53,425
0,790,53,60,307
4.375,791,10,50,2550
0,791,44,34,2354
5,791,45,52,2061
4.375,791,52,39,747
3.75,791,59,44,1162
3.75,792,21,30,58
3.125,792,23,53,1460
3.75,792,26,27,911
4.375,792,29,35,464
5,792,49,62,911
3.75,792,58,51,2000
3.75,793,24,35,1959
5,793,24,63,906
5,793,31,64,939
5,793,54,51,193
4.375,794,10,43,325
5,794,10,48,484
5,794,36,66,1010
4.375,794,38,48,1400
5,794,41,51,1499
0,794,63,40,534
3.75,794,67,49,861
4.375,794,80,25,1952
4.375,795,8,29,233
0,795,16,26,983
4.375,795,22,55,290
4.375,795,35,55,655
3.125,795,40,60,703
3.75,795,42,59,259
5,795,43,66,237
4.375,795,52,54,1529
3.75,795,54,45,536
5,795,118,22,13447
5,796,8,75,71
3.125,796,10,41,79
4.375,796,21,74,579
5,796,23,63,683
4.375,796,27,28,278
5,796,31,42,711
5,796,40,54,521
4.375,796,41,67,222
4.375,796,44,43,192
4.375,796,60,56,371
4.375,797,10,45,351
4.375,797,15,58,256
3.75,797,24,38,496
4.375,797,46,29,363
3.75,797,58,58,1103
4.375,798,10,47,244
4.375,798,14,53,149
4.375,798,26,44,564
4.375,798,32,30,1303
3.75,798,35,35,716
4.375,798,59,50,1590
3.75,799,19,44,351
3.75,799,24,38,212
3.75,799,35,28,503
5,799,50,38,1162
4.375,799,57,50,1140
3.75,799,60,54,550
4.375,799,64,9,762
4.375,800,8,38,405
5,800,9,70,131
3.75,800,46,57,466
4.375,800,60,57,230
4.375,801,32,45,689
5,801,39,59,1101
4.375,801,43,50,1395
4.375,801,53,55,1123
3.75,802,9,32,317
4.375,802,22,45,970
4.375,802,31,64,1014
3.75,802,39,55,146
3.75,802,108,32,2831
1.875,803,10,85,500
3.75,803,11,27,270
4.375,803,54,41,2630
3.75,803,58,53,272
4.375,803,58,56,258
3.75,804,9,77,72
3.75,804,12,51,614
3.75,804,33,34,1087
4.375,804,33,54,323
3.75,804,52,50,1065
4.375,805,8,16,160
4.375,805,8,68,33
3.75,805,22,65,666
4.375,805,29,47,1265
4.375,805,31,25,1150
4.375,805,37,65,214
4.375,805,53,62,237
4.375,806,17,45,238
3.75,806,40,61,161
4.375,806,69,56,535
4.375,806,75,31,1448
4.375,806,96,37,3020
4.375,807,11,57,154
4.375,807,18,35,589
4.375,807,39,48,1081
0,808,12,60,827
4.375,808,39,65,141
4.375,809,23,66,1101
3.75,809,35,38,642
4.375,809,43,36,1775
3.75,809,47,35,1541
4.375,810,5,23,284
4.375,810,34,53,1500
4.375,810,37,44,1182
3.75,810,44,46,261
3.125,810,44,47,364
3.75,810,46,21,1174
4.375,810,52,39,1718
4.375,810,54,51,272
4.375,810,61,16,266
4.375,810,88,36,1321
4.375,811,21,31,638
4.375,811,32,29,1173
4.375,811,36,73,158
4.375,811,54,63,392
4.375,811,65,56,448
5,811,83,41,3136
3.75,812,10,38,126
3.75,812,26,21,769
5,812,42,55,363
4.375,813,18,55,232
4.375,813,20,53,1285
4.375,813,25,36,788
3.75,813,28,46,225
3.75,813,33,52,1916
4.375,813,48,53,1763
3.125,813,49,48,747
3.75,814,8,46,430
4.375,814,11,34,170
4.375,814,31,37,656
3.125,814,35,67,184
5,814,56,63,3021
4.375,814,61,47,1636
4.375,814,69,56,1453
4.375,815,31,69,612
4.375,815,43,33,572
3.75,815,48,39,646
4.375,815,50,54,1209
4.375,815,80,53,372
3.75,816,25,52,1711
3.75,817,28,35,1303
3.75,817,49,35,1617
4.375,817,53,41,766
3.75,817,66,55,1954
2.5,818,36,47,725
4.375,818,46,57,216
4.375,818,58,24,499
5,818,95,33,889
4.375,818,97,33,11919
4.375,819,26,75,489
4.375,819,27,65,941
4.375,819,35,42,1989
3.75,819,46,49,1331
3.125,819,55,48,1751
3.75,819,59,33,1051
1.25,820,42,26,213
4.375,820,49,55,774
4.375,821,16,23,124
0,821,22,55,993
4.375,821,31,60,1203
3.75,821,37,37,604
0,821,38,51,377
3.75,821,43,58,2259
5,821,47,56,356
2.5,821,69,52,641
4.375,822,24,44,908
3.75,822,46,42,1835
3.75,822,54,56,316
4.375,823,9,44,404
4.375,823,20,61,773
4.375,823,24,37,370
4.375,823,24,57,207
4.375,823,34,55,690
2.5,823,41,63,740
3.75,824,7,35,558
4.375,824,14,50,1629
4.375,824,15,27,370
5,824,64,59,264
5,824,78,31,3030
4.375,825,22,57,638
4.375,825,30,52,1212
5,825,45,49,1008
4.375,825,46,49,912
4.375,826,9,71,135
4.375,826,13,50,629
4.375,826,20,63,1253
4.375,826,53,21,344
4.375,826,60,53,1248
3.75,826,62,59,925
4.375,826,63,29,458
3.125,826,63,39,4056
4.375,827,9,49,359
3.75,827,10,51,890
4.375,827,15,75,219
0,827,31,7,2053
4.375,827,57,57,870
3.75,827,58,61,817
4.375,828,9,55,897
3.75,828,26,32,763
4.375,828,30,59,1823
3.75,828,31,34,863
4.375,828,32,30,668
4.375,828,39,34,1628
3.125,828,42,29,847
4.375,829,15,45,473
4.375,829,20,81,1363
3.75,829,25,17,1187
0,829,31,50,2310
3.75,829,49,55,664
0,830,9,14,250
4.375,830,9,59,148
5,830,10,59,465
3.75,830,12,22,70
4.375,830,14,60,529
3.75,830,35,47,1680
4.375,830,42,37,1624
0,830,43,56,2507
4.375,830,50,26,858
4.375,830,56,58,2373
4.375,831,10,66,212
4.375,831,46,54,426
4.375,831,63,59,654
4.375,831,151,18,623
3.75,832,64,23,6041
3.75,832,117,20,3212
4.375,833,11,29,644
3.75,833,37,45,1028
3.75,833,38,37,1357
4.375,833,41,53,617
3.75,833,65,58,432
4.375,834,19,77,421
3.75,834,27,48,1435
4.375,834,49,53,919
4.375,834,75,56,889
3.75,835,18,61,695
3.75,835,22,53,506
0,835,35,70,1143
3.125,835,48,46,1270
5,835,71,59,655
4.375,836,42,67,925
2.5,836,45,67,128
5,837,12,50,616
3.75,837,38,70,2762
3.75,837,45,67,1109
4.375,837,54,50,1490
4.375,837,75,43,413
5,837,104,39,2198
3.75,838,15,61,316
3.75,838,39,15,332
3.75,838,51,60,1963
3.125,838,62,56,1844
5,838,73,57,1099
4.375,839,8,44,672
4.375,839,31,73,489
2.5,839,56,49,1219
4.375,839,59,16,932
5,839,129,27,521
3.125,841,4,92,1973
4.375,841,50,71,253
4.375,841,110,37,1040
5,842,11,51,304
4.375,842,25,66,1453
4.375,842,28,38,649
3.75,842,46,43,1399
3.125,843,16,64,1167
5,843,40,61,2050
4.375,843,40,68,153
4.375,843,44,48,1584
2.5,843,59,59,351
4.375,843,83,47,624
5,844,15,68,385
4.375,844,56,65,1411
0,845,4,91,372
4.375,845,22,73,84
4.375,845,90,44,1288
3.75,845,119,31,463
3.75,846,18,43,33
4.375,846,39,57,851
3.75,846,68,60,573
4.375,846,76,54,765
4.375,847,13,60,432
4.375,847,32,10,656
3.75,847,51,39,578
3.75,848,4,9,368
4.375,848,34,73,722
4.375,848,40,61,1378
3.75,848,46,68,1280
3.125,848,60,63,459
4.375,848,91,45,237
4.375,849,28,68,1327
3.75,849,44,48,480
4.375,849,50,58,926
3.125,850,22,38,1464
4.375,850,31,74,2228
4.375,850,55,46,691
3.75,850,64,32,4927
4.375,850,64,42,788
4.375,851,17,85,427
2.5,851,18,56,917
4.375,851,38,59,1376
4.375,851,41,42,504
0,851,42,60,2530
5,851,43,49,1100
3.75,851,46,66,681
5,851,51,36,1384
5,851,54,36,907
4.375,851,67,41,1638
5,852,10,65,148
3.75,852,36,66,965
4.375,853,12,55,768
3.75,853,13,31,315
3.75,853,31,28,1677
3.75,853,41,56,243
4.375,853,46,41,1139
0,854,52,66,217
4.375,855,17,70,827
3.75,855,26,78,1006
3.75,855,54,62,1980
3.125,855,59,63,178
3.75,856,8,48,329
3.75,856,24,38,214
4.375,856,40,67,988
4.375,856,45,54,1797
4.375,856,49,42,114
3.75,856,59,30,661
3.75,856,67,61,1611
5,856,72,61,1330
3.75,857,9,89,708
4.375,857,29,7,1405
3.75,857,29,22,74
3.75,857,31,50,703
4.375,857,34,69,146
4.375,857,55,44,913
4.375,857,118,35,11462
4.375,858,12,61,490
3.75,858,21,42,980
3.125,858,27,53,1218
4.375,858,46,62,718
3.75,858,76,51,254
3.125,859,7,42,58
4.375,859,8,50,486
4.375,859,28,44,407
4.375,859,35,30,1018
5,859,47,64,448
5,860,8,44,343
4.375,860,8,73,74
5,860,41,57,1220
3.75,860,42,30,1126
4.375,860,48,34,1342
4.375,860,75,59,380
0,860,114,38,4092
1.875,861,4,90,703
4.375,862,35,36,1571
1.25,862,47,24,2332
3.75,862,50,35,1937
4.375,862,73,61,227
3.75,862,104,11,7887
3.125,863,9,47,169
3.75,863,11,51,297
3.75,863,30,57,559
3.75,864,7,75,130
4.375,864,10,52,408
5,864,12,59,527
3.125,864,19,54,706
4.375,864,33,28,546
3.125,864,33,78,133
4.375,864,35,68,202
3.75,865,7,32,653
3.75,865,8,58,74
5,865,31,74,1317
3.75,865,43,52,1568
4.375,866,8,48,493
4.375,866,9,56,503
4.375,866,41,36,1070
3.75,866,74,60,844
3.75,866,127,32,4646
5,867,10,50,474
3.75,867,23,82,1620
4.375,867,47,58,386
4.375,868,10,49,451
3.75,868,19,57,401
4.375,868,24,42,239
3.75,868,24,54,856
3.75,868,31,44,1245
3.75,868,41,54,314
3.75,868,41,72,2713
4.375,868,44,75,125
4.375,868,53,61,514
3.125,869,16,53,299
4.375,869,41,73,1100
4.375,869,50,58,1330
3.125,869,63,53,177
4.375,870,21,54,78
1.25,870,26,51,1989
3.125,870,37,36,599
4.375,870,63,41,861
3.75,870,65,51,448
4.375,871,41,36,1373
3.75,871,93,48,248
4.375,872,62,47,276
4.375,873,11,34,129
3.75,873,29,52,1452
4.375,873,98,19,1403
4.375,874,11,26,812
4.375,874,46,56,1482
4.375,875,6,38,210
4.375,875,10,58,96
4.375,875,11,62,121
4.375,875,17,64,430
3.75,875,37,39,974
4.375,875,48,47,1703
3.75,876,2,8,125
3.75,876,19,60,944
4.375,876,81,47,3341
5,877,17,65,449
4.375,877,40,79,144
3.75,877,56,49,2532
5,877,57,68,1246
3.75,877,104,42,356
4.375,878,21,32,730
3.75,878,26,71,677
4.375,878,48,40,1580
4.375,878,48,61,251
4.375,878,52,55,785
4.375,878,75,46,559
4.375,879,10,27,374
3.75,879,34,48,2058
3.75,879,34,66,642
4.375,879,40,49,2503
3.75,879,46,57,959
4.375,879,49,60,1693
3.125,880,55,62,1487
4.375,880,55,71,525
4.375,880,61,37,741
4.375,880,69,56,250
3.75,881,27,52,816
5,881,33,31,659
4.375,881,34,10,1914
4.375,881,34,64,2050
3.75,881,54,45,1073
5,881,74,63,1586
4.375,882,6,78,376
3.125,882,10,74,134
4.375,882,29,80,1558
4.375,882,45,71,6046
4.375,882,62,65,1629
3.125,883,51,37,1855
4.375,883,51,59,497
3.75,884,14,40,201
5,884,24,69,1687
4.375,884,44,38,6052
3.75,884,67,50,611
4.375,885,36,38,655
5,885,44,48,501
4.375,885,56,28,865
3.75,885,60,29,879
4.375,885,61,60,820
3.75,886,35,47,974
4.375,886,49,51,1810
3.75,886,52,54,777
4.375,886,59,45,11451
3.125,886,70,63,962
4.375,886,93,54,232
2.5,887,7,26,140
3.75,887,21,83,64
4.375,887,131,26,668
4.375,888,4,68,26
4.375,889,23,21,45
3.75,889,26,57,350
4.375,889,31,83,1171
4.375,889,35,79,653
3.75,889,45,42,486
3.75,889,50,28,1918
4.375,889,63,64,1097
3.75,889,63,64,1609
4.375,889,66,54,1218
4.375,889,67,46,1174
4.375,889,68,58,1322
3.75,889,79,56,1016
3.75,890,16,31,177
4.375,890,28,58,548
4.375,890,43,68,426
3.75,890,58,43,506
4.375,890,59,68,1027
4.375,891,29,64,972
2.5,891,33,37,1073
3.75,891,60,48,2455
4.375,891,65,70,1609
5,892,28,75,731
4.375,892,29,42,601
4.375,892,47,60,455
3.75,893,13,56,140
3.75,893,65,51,760
4.375,894,43,56,1013
5,894,45,65,645
5,894,62,17,1415
5,895,30,71,1168
4.375,895,48,30,464
4.375,895,56,68,1310
4.375,896,8,42,414
4.375,896,50,71,1066
3.75,897,38,51,494
4.375,897,45,67,146
4.375,897,51,71,957
3.75,897,85,45,243
5,898,9,49,369
0,898,33,52,2277
3.125,898,68,52,2329
3.75,898,71,64,218
3.75,898,76,60,424
4.375,899,10,65,291
3.75,899,42,47,1487
2.5,899,46,77,252
4.375,899,53,71,1591
2.5,899,68,50,1136
4.375,899,72,31,512
4.375,899,78,57,5684
4.375,900,33,83,129
4.375,900,34,78,890
4.375,900,36,48,1010
3.75,900,40,58,452
4.375,901,22,88,109
4.375,901,86,57,3004
4.375,902,30,75,1265
5,902,40,65,163
4.375,902,52,65,353
4.375,902,61,68,666
3.75,902,78,56,2861
4.375,903,30,80,235
2.5,904,11,33,419
4.375,904,19,64,755
4.375,904,38,70,1413
3.75,904,54,51,2317
4.375,905,9,50,693
3.75,905,37,52,69
4.375,905,45,77,247
3.125,906,11,56,314
4.375,906,11,63,100
3.75,906,40,59,140
4.375,906,46,49,851
4.375,906,53,63,2178
4.375,906,57,53,284
3.75,906,66,41,2194
5,906,137,30,587
4.375,907,30,78,1232
4.375,907,33,73,761
4.375,907,33,85,709
3.75,907,64,52,256
3.125,907,72,64,911
0,908,8,41,18
4.375,908,65,25,3173
4.375,909,12,52,436
4.375,909,27,64,1646
5,909,30,23,1302
3.75,909,32,50,2226
3.75,909,37,37,51
4.375,910,31,37,1018
3.75,910,41,39,895
3.75,910,42,73,1318
4.375,910,64,68,350
5,910,74,52,1637
4.375,912,12,55,101
4.375,912,14,56,473
2.5,912,60,57,1143
4.375,912,81,48,910
3.75,913,42,66,359
4.375,913,52,44,1118
4.375,913,60,45,1294
4.375,913,68,46,2045
4.375,916,7,20,163
3.75,916,9,51,95
3.75,916,14,67,383
3.75,916,29,60,1096
4.375,916,32,69,1202
3.125,916,46,63,178
5,916,79,62,2652
3.75,917,54,58,473
5,917,61,53,1973
5,917,75,47,4856
3.75,918,68,25,2227
4.375,918,75,64,286
4.375,919,52,54,309
4.375,919,87,31,4704
3.125,920,26,52,1611
3.75,920,41,36,715
0,920,60,67,900
3.75,921,14,23,315
4.375,921,76,53,2214
4.375,922,13,49,519
5,922,55,70,185
4.375,922,71,62,948
5,922,106,48,1479
3.75,923,10,72,203
4.375,923,21,12,119
4.375,923,26,23,1666
4.375,923,34,58,1258
5,923,41,60,294
3.125,924,32,59,1945
4.375,924,70,68,482
3.75,924,74,60,1061
3.75,925,52,58,2434
4.375,926,9,56,569
4.375,926,13,43,137
3.75,926,35,81,910
3.125,926,42,44,524
5,926,69,59,608
3.75,927,9,39,60
4.375,927,64,63,3109
4.375,928,6,53,853
3.125,928,9,52,266
3.75,928,11,15,88
5,928,47,58,177
4.375,928,58,40,1087
4.375,928,64,50,188
4.375,929,33,73,229
4.375,930,30,56,978
4.375,930,43,31,1903
4.375,930,155,27,380
4.375,931,13,58,406
4.375,931,14,63,20
4.375,931,35,40,2881
3.75,931,51,59,1166
3.75,931,63,29,297
3.75,932,7,75,137
4.375,932,12,44,821
3.75,932,70,64,4626
3.75,933,32,80,162
4.375,933,56,35,218
0,934,14,65,6369
3.75,934,37,63,1290
4.375,934,40,12,1667
3.75,934,74,67,3143
5,935,10,70,386
3.75,935,10,94,49
5,935,18,65,1061
3.125,935,26,70,1302
5,935,51,73,693
4.375,935,54,59,1331
4.375,935,75,36,1991
4.375,935,100,21,4937
5,936,15,76,802
4.375,936,33,44,5106
3.75,936,46,76,2121
0,936,50,68,1420
3.75,936,58,71,867
4.375,936,70,55,2805
4.375,936,78,66,585
0,937,14,76,709
4.375,937,68,71,439
4.375,937,73,48,1790
0,937,80,64,1729
5,939,10,26,469
4.375,939,20,59,746
4.375,939,27,3,848
4.375,939,59,75,223
3.75,939,65,69,2253
0,939,65,72,1051
3.125,939,78,48,675
3.75,939,82,62,431
4.375,940,52,67,650
5,940,65,59,1264
2.5,940,91,61,831
3.75,940,100,38,800
4.375,941,12,51,340
5,941,13,64,67
4.375,941,46,65,128
3.75,942,20,45,430
3.75,942,30,73,1098
3.75,942,36,49,1200
5,942,68,57,2453
5,942,68,65,1449
5,942,69,60,1117
4.375,942,75,66,244
3.75,943,41,42,667
4.375,943,57,68,1391
3.75,944,14,30,353
4.375,944,38,67,650
5,944,50,75,380
4.375,945,13,79,952
4.375,945,14,60,717
4.375,946,18,12,302
4.375,946,30,17,1285
3.75,946,32,61,1709
5,946,75,64,266
4.375,947,11,48,281
4.375,947,12,72,593
3.125,947,61,76,312
4.375,948,19,79,1042
3.75,948,43,58,232
4.375,948,52,45,2134
4.375,948,67,50,1911
4.375,949,13,62,489
3.125,949,18,48,93
3.75,950,18,57,613
3.75,950,27,70,886
3.75,950,63,64,1142
4.375,950,68,65,896
4.375,951,75,50,4979
3.75,952,17,61,31
5,952,134,11,5494
0,954,9,29,18
5,954,14,66,767
4.375,954,64,71,798
4.375,954,74,69,1131
3.75,956,17,61,129
5,956,32,70,545
3.75,957,14,45,595
4.375,957,28,51,518
4.375,957,76,61,531
3.75,958,53,32,2559
3.125,959,9,91,636
4.375,959,10,74,337
4.375,959,10,75,102
3.75,959,21,60,1541
5,959,75,69,1235
4.375,959,82,58,2082
4.375,960,11,43,591
5,960,12,60,445
0,960,13,94,227
3.75,960,28,90,929
3.75,960,40,47,1010
4.375,960,50,36,1556
4.375,960,66,55,2665
3.75,960,69,72,1338
4.375,961,9,45,601
5,961,11,82,83
4.375,961,31,35,808
3.125,961,60,63,2203
3.75,961,69,69,984
4.375,962,32,64,1169
4.375,962,40,71,5781
4.375,962,50,28,1178
4.375,963,20,80,650
4.375,963,41,71,1297
4.375,963,70,72,702
5,964,28,66,1822
3.75,964,65,69,706
4.375,965,63,76,1126
2.5,966,9,91,67
3.125,966,15,39,1077
4.375,966,22,72,1044
3.125,966,33,43,1594
4.375,966,66,29,1051
4.375,966,118,42,1118
4.375,967,7,58,526
4.375,967,20,48,2083
3.75,967,49,49,465
4.375,968,9,50,273
4.375,968,10,61,314
3.125,968,23,61,339
4.375,968,55,73,1945
3.75,968,81,62,877
4.375,969,2,104,1055
3.125,969,23,88,908
5,969,31,67,1238
4.375,969,53,41,2042
4.375,969,80,68,376
5,972,46,69,512
4.375,972,48,63,2798
5,972,128,47,663
4.375,973,9,77,78
4.375,973,14,58,431
4.375,973,63,63,411
5,974,55,69,657
3.75,974,122,48,3152
4.375,975,15,63,132
4.375,975,20,29,47
3.75,975,45,43,2209
3.75,975,72,45,383
3.75,976,0,0,3
2.5,976,35,53,1091
4.375,976,44,59,1228
4.375,976,54,63,1948
3.125,976,68,71,487
5,976,97,37,1405
3.75,977,73,63,1653
4.375,977,80,41,1447
4.375,978,57,75,406
4.375,979,69,46,681
5,979,71,73,1384
4.375,980,10,40,59
5,980,44,51,831
4.375,981,15,72,667
4.375,981,25,69,251
1.875,981,31,26,2146
4.375,981,33,83,1301
3.75,981,42,38,1174
4.375,981,51,77,493
4.375,981,65,32,2057
4.375,981,74,61,873
4.375,982,38,76,632
2.5,982,47,85,182
3.75,982,55,76,1210
4.375,982,76,66,4584
3.75,983,81,41,2562
3.125,983,92,54,557
3.75,983,100,19,2858
4.375,984,37,43,1120
5,984,58,68,991
4.375,984,75,57,605
4.375,985,13,64,719
3.75,985,65,67,360
3.75,986,1,108,10
4.375,986,42,44,2934
4.375,988,55,64,730
4.375,988,71,62,431
3.125,989,16,44,360
3.75,989,80,50,797
3.75,989,107,60,991
4.375,990,10,70,224
4.375,990,46,40,2125
4.375,991,13,27,1853
3.75,991,35,92,102
3.75,991,48,51,1878
4.375,991,69,73,2377
4.375,992,16,61,555
4.375,992,59,64,941
5,992,73,64,394
4.375,993,10,74,136
3.75,993,35,50,1814
3.75,994,49,58,930
5,994,61,78,2110
4.375,995,1,60,313
4.375,995,111,51,4303
4.375,996,20,90,977
3.75,996,34,38,566
3.75,996,75,70,283
3.75,996,143,40,416
3.75,997,55,69,2019
1.875,998,41,41,1359
4.375,998,50,53,2409
3.75,998,55,80,2027
3.75,998,65,80,398
3.75,998,83,67,254
4.375,998,108,57,1527
4.375,999,36,52,987
4.375,999,64,65,1288
3.75,999,76,67,351
5,999,133,36,2343
3.75,1000,21,30,1015
5,1000,31,24,700
2.5,1001,52,55,734
4.375,1001,72,60,1293
4.375,1002,28,77,1034
3.75,1002,60,50,753
4.375,1002,76,70,1446
4.375,1003,11,102,158
4.375,1003,76,73,585
5,1003,110,41,2960
4.375,1004,8,82,30
0,1004,47,87,916
4.375,1004,51,47,1356
0,1005,56,76,536
4.375,1005,60,55,1856
4.375,1006,29,27,483
5,1006,60,62,6156
5,1006,133,47,1027
3.125,1007,29,59,390
4.375,1007,38,75,1293
4.375,1007,42,76,263
3.75,1007,63,70,713
4.375,1008,47,73,1015
4.375,1008,60,67,1375
3.75,1008,73,71,269
4.375,1009,59,65,937
4.375,1010,44,87,1385
4.375,1010,54,72,689
4.375,1010,67,62,344
0,1010,76,66,1172
3.75,1010,79,65,1564
3.75,1011,35,64,1071
3.75,1012,36,85,2253
5,1012,57,80,1287
4.375,1012,74,77,1074
3.75,1012,86,37,1994
4.375,1013,15,55,646
4.375,1013,57,31,300
4.375,1013,71,75,145
3.125,1014,5,109,5757
4.375,1014,27,48,984
3.75,1014,58,71,115
4.375,1014,60,53,2126
3.75,1014,105,60,339
